Official Name,NORAD Number,Nation,Operator,Users,Application,Detailed Purpose,Orbit,Class of Orbit,Type of Orbit,Period (minutes),Mass (kg),COSPAR Number,Date of Launch,Expected Lifetime (yrs),Equipment,Describe
SY 9,47851,China,,,Technology,,,,,,,2021-019,11.03.2021,,,"Shiyan 9 (SY 9, Experiment 9) or Tansuo 9 (TS 9) is a experimental Chinese satellite."
Yaogan 31K (JB-8 6K),47854,China,,,Earth observation,,"1089 km × 1107 km, 63.4° (#9); 1085 km × 1096 km, 63.4° (#16); 1060 km × 1119 km, 63.4° (#17); 1086 km × 1092 km, 63.4° (#20); 1088 km × 1097 km, 63.41° (#25); 1087 km × 1098 km, 63.41° (#31)",,,,,2021-020,13.03.2021,,,The Chinese Yaogan 9 (Remote Sensing Satellite-9) series consists of remote sensing satellites triplets launched by a CZ-4C rocket from China's Jiuquan space center.
Yaogan 31L (JB-8 6L),47856,China,,,Earth observation,,"1089 km × 1107 km, 63.4° (#9); 1085 km × 1096 km, 63.4° (#16); 1060 km × 1119 km, 63.4° (#17); 1086 km × 1092 km, 63.4° (#20); 1088 km × 1097 km, 63.41° (#25); 1087 km × 1098 km, 63.41° (#31)",,,,,2021-020,13.03.2021,,,The Chinese Yaogan 9 (Remote Sensing Satellite-9) series consists of remote sensing satellites triplets launched by a CZ-4C rocket from China's Jiuquan space center.
Yaogan 31M (JB-8 6M),47857,China,,,Earth observation,,"1089 km × 1107 km, 63.4° (#9); 1085 km × 1096 km, 63.4° (#16); 1060 km × 1119 km, 63.4° (#17); 1086 km × 1092 km, 63.4° (#20); 1088 km × 1097 km, 63.41° (#25); 1087 km × 1098 km, 63.41° (#31)",,,,,2021-020,13.03.2021,,,The Chinese Yaogan 9 (Remote Sensing Satellite-9) series consists of remote sensing satellites triplets launched by a CZ-4C rocket from China's Jiuquan space center.
Starlink v1.0 L21-1 (Starlink 2258),47860,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-2 (Starlink 2280),47861,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-3 (Starlink 2291),47862,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-4 (Starlink 2293),47863,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-5 (Starlink 2304),47864,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-6 (Starlink 2310),47865,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-7 (Starlink 2320),47866,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-8 (Starlink 2321),47867,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-9 (Starlink 2323),47868,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-10 (Starlink 2324),47869,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-11 (Starlink 2326),47870,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-12 (Starlink 2327),47871,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-13 (Starlink 2328),47872,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-14 (Starlink 2329),47873,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-15 (Starlink 2330),47874,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-16 (Starlink 2331),47875,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-17 (Starlink 2332),47876,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-18 (Starlink 2333),47877,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-19 (Starlink 2335),47878,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-20 (Starlink 2336),47879,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-21 (Starlink 2337),47880,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-22 (Starlink 2339),47881,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-23 (Starlink 2340),47882,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-24 (Starlink 2342),47883,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-25 (Starlink 2343),47884,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-26 (Starlink 2344),47885,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-27 (Starlink 2345),47886,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-28 (Starlink 2346),47887,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-29 (Starlink 2348),47888,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-30 (Starlink 2349),47889,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-31 (Starlink 2350),47890,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-32 (Starlink 2351),47891,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-33 (Starlink 2352),47892,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-34 (Starlink 2353),47893,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-35 (Starlink 2354),47894,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-36 (Starlink 2355),47895,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-37 (Starlink 2356),47896,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-38 (Starlink 2357),47897,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-39 (Starlink 2358),47898,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-40 (Starlink 2359),47899,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-41 (Starlink 2360),47900,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-42 (Starlink 2361),47901,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-43 (Starlink 2362),47902,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-44 (Starlink 2363),47903,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-45 (Starlink 2364),47904,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-46 (Starlink 2365),47905,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-47 (Starlink 2366),47906,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-48 (Starlink 2367),47907,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-49 (Starlink 2368),47908,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-50 (Starlink 2369),47909,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-51 (Starlink 2370),47910,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-52 (Starlink 2371),47911,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L21-53 (Starlink 2372),47912,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-021,14.03.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
