Official Name,NORAD Number,Nation,Operator,Users,Application,Detailed Purpose,Orbit,Class of Orbit,Type of Orbit,Period (minutes),Mass (kg),International Designator,Date of Launch,Expected Lifetime (yrs),Equipment,Describe
Starlink v1.0 L27-4 (Starlink 2700),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-5 (Starlink 2680),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-6 (Starlink 2699),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-7 (Starlink 2692),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-8 (Starlink 2633),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-9 (Starlink 2639),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-10 (Starlink 2642),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-11 (Starlink 2640),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-12 (Starlink 2583),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-13 (Starlink 2682),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-14 (Starlink 2702),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-15 (Starlink 2644),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-16 (Starlink 2663),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-17 (Starlink 2645),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-18 (Starlink 2634),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-19 (Starlink 2247),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-20 (Starlink 2269),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-21 (Starlink 2632),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-22 (Starlink 2655),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-23 (Starlink 2660),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-24 (Starlink 2652),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-25 (Starlink 2703),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-26 (Starlink 2620),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-27 (Starlink 2654),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-28 (Starlink 2497),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-29 (Starlink 2508),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-30 (Starlink 2529),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-31 (Starlink 2698),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-32 (Starlink 2579),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-33 (Starlink 2582),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-34 (Starlink 2693),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-35 (Starlink 2683),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-36 (Starlink 2689),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-37 (Starlink 2686),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-38 (Starlink 2681),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-39 (Starlink 2687),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-40 (Starlink 2659),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-41 (Starlink 2685),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-42 (Starlink 2661),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-43 (Starlink 2675),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-44 (Starlink 2684),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-45 (Starlink 2722),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-46 (Starlink 2658),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-47 (Starlink 2697),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-48 (Starlink 2619),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-49 (Starlink 2723),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-50 (Starlink 2638),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-51 (Starlink 2728),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-52 (Starlink 2755),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-53 (Starlink 2690),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-54 (Starlink 2706),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-55 (Starlink 2525),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-56 (Starlink 2531),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-57 (Starlink 2696),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-58 (Starlink 2500),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-59 (Starlink 2496),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
Starlink v1.0 L27-60 (Starlink 2494),,USA,SpaceX,,Communication,,"550 km × 550 km, 53° (typical)",,,,~260 kg,2021-040,09.05.2021,,"Ku/Ka-band payload, optical inter-satellite link",Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.
BlackSky 8 (BlackSky Global w1),,USA,BlackSky Global,,Earth Observation,,"478 km × 499 km, 97.48° (#1); 577 km × 591 km, 97.77° (#2)",,,,56 kg,2021-F02,15.05.2021,3 years,SpaceView-24 imager,The BlackSky constellation of 1 m resolution earth observation microsatellites will be deployed by BlackSky Global.
