Application,Class of Orbit,Date of Launch,Describe,Detailed Purpose,Equipment,Expected Lifetime (yrs),International Designator,Mass (kg),NORAD Number,Nation,Official Name,Operator,Orbit,Period (minutes),Type of Orbit,Users,_id
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-14 (Starlink 2731),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800ee8
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-15 (Starlink 2727),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800ee9
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-16 (Starlink 2720),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800eea
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-17 (Starlink 2651),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800eeb
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-18 (Starlink 2657),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800eec
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-19 (Starlink 2701),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800eed
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-20 (Starlink 2734),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800eee
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-21 (Starlink 2647),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800eef
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-22 (Starlink 2717),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800ef0
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-23 (Starlink 2688),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800ef1
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-24 (Starlink 2708),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800ef2
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-25 (Starlink 2726),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800ef3
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-26 (Starlink 2667),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800ef4
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-27 (Starlink 2709),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800ef5
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-28 (Starlink 2653),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800ef6
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-29 (Starlink 2666),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800ef7
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-30 (Starlink 2735),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800ef8
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-31 (Starlink 2738),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800ef9
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-32 (Starlink 2707),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800efa
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-33 (Starlink 2763),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800efb
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-34 (Starlink 2745),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800efc
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-35 (Starlink 2705),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800efd
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-36 (Starlink 2711),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800efe
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-37 (Starlink 2712),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800eff
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-38 (Starlink 2737),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f00
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-39 (Starlink 2746),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f01
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-40 (Starlink 2719),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f02
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-41 (Starlink 2615),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f03
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-42 (Starlink 2648),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f04
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-43 (Starlink 2649),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f05
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-44 (Starlink 2725),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f06
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-45 (Starlink 2743),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f07
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-46 (Starlink 2756),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f08
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-47 (Starlink 2741),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f09
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-48 (Starlink 2751),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f0a
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-49 (Starlink 2629),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f0b
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-50 (Starlink 2627),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f0c
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-51 (Starlink 2742),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f0d
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-52 (Starlink 2617),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f0e
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-53 (Starlink 2740),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f0f
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-54 (Starlink 2750),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f10
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-55 (Starlink 2752),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f11
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-56 (Starlink 2618),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f12
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-57 (Starlink 2748),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f13
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-58 (Starlink 2616),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f14
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-59 (Starlink 2753),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f15
Communication,,26.05.2021,"Starlink is SpaceX's 12.000-satellite low earth orbit constellation to provide broadband Internet access.",,"Ku/Ka-band payload, optical inter-satellite link",,2021-044,~260 kg,,USA,Starlink v1.0 L28-60 (Starlink 2715),SpaceX,"550 km � 550 km, 53� (typical)",,,,60e5620d98df02cf35800f16
Communication,,28.05.2021,"OneWeb, formerly known as WorldVu, is a planned satellite constellation consisting of 648 microsatellites to provide world wide internet access for individual consumers and airlines.",,Ku-Band payload,+ 7 years,2021-045,147 kg,,UK (Channel Islands),OneWeb L7-1 (OneWeb 0211),OneWeb Ltd.,"1200 km � 1200 km, ?�",,,,60e5620d98df02cf35800f17
Communication,,28.05.2021,"OneWeb, formerly known as WorldVu, is a planned satellite constellation consisting of 648 microsatellites to provide world wide internet access for individual consumers and airlines.",,Ku-Band payload,+ 7 years,2021-045,147 kg,,UK (Channel Islands),OneWeb L7-2 (OneWeb 0223),OneWeb Ltd.,"1200 km � 1200 km, ?�",,,,60e5620d98df02cf35800f18
Communication,,28.05.2021,"OneWeb, formerly known as WorldVu, is a planned satellite constellation consisting of 648 microsatellites to provide world wide internet access for individual consumers and airlines.",,Ku-Band payload,+ 7 years,2021-045,147 kg,,UK (Channel Islands),OneWeb L7-3 (OneWeb 0230),OneWeb Ltd.,"1200 km � 1200 km, ?�",,,,60e5620d98df02cf35800f19
Communication,,28.05.2021,"OneWeb, formerly known as WorldVu, is a planned satellite constellation consisting of 648 microsatellites to provide world wide internet access for individual consumers and airlines.",,Ku-Band payload,+ 7 years,2021-045,147 kg,,UK (Channel Islands),OneWeb L7-4 (OneWeb 0237),OneWeb Ltd.,"1200 km � 1200 km, ?�",,,,60e5620d98df02cf35800f1a
Communication,,28.05.2021,"OneWeb, formerly known as WorldVu, is a planned satellite constellation consisting of 648 microsatellites to provide world wide internet access for individual consumers and airlines.",,Ku-Band payload,+ 7 years,2021-045,147 kg,,UK (Channel Islands),OneWeb L7-5 (OneWeb 0235),OneWeb Ltd.,"1200 km � 1200 km, ?�",,,,60e5620d98df02cf35800f1b
Communication,,28.05.2021,"OneWeb, formerly known as WorldVu, is a planned satellite constellation consisting of 648 microsatellites to provide world wide internet access for individual consumers and airlines.",,Ku-Band payload,+ 7 years,2021-045,147 kg,,UK (Channel Islands),OneWeb L7-6 (OneWeb 0242),OneWeb Ltd.,"1200 km � 1200 km, ?�",,,,60e5620d98df02cf35800f1c
Communication,,28.05.2021,"OneWeb, formerly known as WorldVu, is a planned satellite constellation consisting of 648 microsatellites to provide world wide internet access for individual consumers and airlines.",,Ku-Band payload,+ 7 years,2021-045,147 kg,,UK (Channel Islands),OneWeb L7-7 (OneWeb 0241),OneWeb Ltd.,"1200 km � 1200 km, ?�",,,,60e5620d98df02cf35800f1d
